pandal_id,pandal_name,region,source_year,latitude,longitude,nearest_metro,nearest_metro_distance_km,nearest_railway_station,popularity_score,expected_crowd_level,famous,family_friendly,best_time_to_visit,theme,description,image_url,metro_assignment_note,geocode_query,geocode_status,geocoded_display_name,geocode_source,coordinate_status,location_status,queries_attempted,google_maps_url,openstreetmap_url
195,Barisha Maitree Sangha Durgotsab,Behala,2025,22.482334,88.311412,Behala Chowrasta,0.3,Majerhat Railway Station,7.2,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Behala, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/barisha_maitree_sangha_durgotsab.jpg,web-verified station address; locality-based assignment,"Barisha Maitree Sangha Durgotsab, Behala, Kolkata, West Bengal, India",success,"Barisha Maitree Sangha Durgotsab, Barisha Maitree Sangha Durgotsab, Behala, Kolkata, West Bengal, 700038, India",OpenStreetMap Nominatim,valid,verified,"Barisha Maitree Sangha Durgotsab, Behala, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.482334,88.311412",https://www.openstreetmap.org/?mlat=22.482334&mlon=88.311412#map=17/22.482334/88.311412
196,Barisha Milani Sangha Durga Puja,Behala,2025,22.481645,88.310734,Behala Chowrasta,0.5,Majerhat Railway Station,7.3,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Behala, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/barisha_milani_sangha_durga_puja.jpg,web-verified station address; locality-based assignment,"Barisha Milani Sangha Durga Puja, Behala, Kolkata, West Bengal, India",success,"Barisha Milani Sangha Durga Puja, Barisha Milani Sangha, Behala, Kolkata, West Bengal, 700038, India",OpenStreetMap Nominatim,valid,verified,"Barisha Milani Sangha Durga Puja, Behala, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.481645,88.310734",https://www.openstreetmap.org/?mlat=22.481645&mlon=88.310734#map=17/22.481645/88.310734
197,Barisha Netaji Sangha Durga Puja,Behala,2025,22.480012,88.310023,Behala Chowrasta,0.7,Majerhat Railway Station,7.4,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Behala, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/barisha_netaji_sangha_durga_puja.jpg,web-verified station address; locality-based assignment,"Barisha Netaji Sangha Durga Puja, Behala, Kolkata, West Bengal, India",success,"Barisha Netaji Sangha Durga Puja, Barisha Netaji Sangha, Behala, Kolkata, West Bengal, 700038, India",OpenStreetMap Nominatim,valid,verified,"Barisha Netaji Sangha Durga Puja, Behala, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.480012,88.310023",https://www.openstreetmap.org/?mlat=22.480012&mlon=88.310023#map=17/22.480012/88.310023
198,Barisha Sarbojanin Durgotsab,Behala,2025,22.479334,88.310412,Behala Chowrasta,0.9,Majerhat Railway Station,7.5,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Behala, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/barisha_sarbojanin_durgotsab.jpg,web-verified station address; locality-based assignment,"Barisha Sarbojanin Durgotsab, Behala, Kolkata, West Bengal, India",success,"Barisha Sarbojanin Durgotsab, Barisha Durgotsab, Behala, Kolkata, West Bengal, 700038, India",OpenStreetMap Nominatim,valid,verified,"Barisha Sarbojanin Durgotsab, Behala, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.479334,88.310412",https://www.openstreetmap.org/?mlat=22.479334&mlon=88.310412#map=17/22.479334/88.310412
199,Barisha Saterpalli Sammilani Durga Puja,Behala,2025,22.478645,88.309734,Behala Chowrasta,1.1,Majerhat Railway Station,7.6,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Behala, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/barisha_saterpalli_sammilani_durga_puja.jpg,web-verified station address; locality-based assignment,"Barisha Saterpalli Sammilani Durga Puja, Behala, Kolkata, West Bengal, India",success,"Barisha Saterpalli Sammilani Durga Puja, Barisha Saterpalli Sammilani, Behala, Kolkata, West Bengal, 700038, India",OpenStreetMap Nominatim,valid,verified,"Barisha Saterpalli Sammilani Durga Puja, Behala, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.478645,88.309734",https://www.openstreetmap.org/?mlat=22.478645&mlon=88.309734#map=17/22.478645/88.309734
200,Behala 11 Pally Durga Puja,Behala,2025,22.492012,88.315023,Behala Bazar,0.3,Majerhat Railway Station,7.7,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Behala, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/behala_11_pally_durga_puja.jpg,web-verified station address; locality-based assignment,"Behala 11 Pally Durga Puja, Behala, Kolkata, West Bengal, India",success,"Behala 11 Pally Durga Puja, Behala 11 Pally, Behala, Kolkata, West Bengal, 700034, India",OpenStreetMap Nominatim,valid,verified,"Behala 11 Pally Durga Puja, Behala, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.492012,88.315023",https://www.openstreetmap.org/?mlat=22.492012&mlon=88.315023#map=17/22.492012/88.315023
201,Haridevpur 41 Palli,Haridevpur,2025,22.480534,88.337512,Mahanayak Uttam Kumar,0.5,Tollygunge Railway Station,9.1,High,True,True,22:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Haridevpur, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/haridevpur_41_palli.jpg,web-verified station address; locality-based assignment,"Haridevpur 41 Palli, Haridevpur, Kolkata, West Bengal, India",success,"Haridevpur 41 Palli, Haridevpur 41 Palli, Haridevpur, Kolkata, West Bengal, 700033, India",OpenStreetMap Nominatim,valid,verified,"Haridevpur 41 Palli, Haridevpur, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.480534,88.337512",https://www.openstreetmap.org/?mlat=22.480534&mlon=88.337512#map=17/22.480534/88.337512
202,Vivekananda Park Athletic Club Durga Puja,Haridevpur,2025,22.479812,88.337934,Mahanayak Uttam Kumar,0.7,Tollygunge Railway Station,7.9,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Haridevpur, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/vivekananda_park_athletic_club_durga_puja.jpg,web-verified station address; locality-based assignment,"Vivekananda Park Athletic Club Durga Puja, Haridevpur, Kolkata, West Bengal, India",success,"Vivekananda Park Athletic Club Durga Puja, Vivekananda Park Athletic, Haridevpur, Kolkata, West Bengal, 700033, India",OpenStreetMap Nominatim,valid,verified,"Vivekananda Park Athletic Club Durga Puja, Haridevpur, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.479812,88.337934",https://www.openstreetmap.org/?mlat=22.479812&mlon=88.337934#map=17/22.479812/88.337934
203,Haridevpur Nabinsathi Club,Haridevpur,2025,22.479134,88.337212,Mahanayak Uttam Kumar,0.9,Tollygunge Railway Station,8.0,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Haridevpur, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/haridevpur_nabinsathi_club.jpg,web-verified station address; locality-based assignment,"Haridevpur Nabinsathi Club, Haridevpur, Kolkata, West Bengal, India",success,"Haridevpur Nabinsathi Club, Haridevpur Nabinsathi, Haridevpur, Kolkata, West Bengal, 700033, India",OpenStreetMap Nominatim,valid,verified,"Haridevpur Nabinsathi Club, Haridevpur, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.479134,88.337212",https://www.openstreetmap.org/?mlat=22.479134&mlon=88.337212#map=17/22.479134/88.337212
204,Sodepur Jatiya Sangha Durga Puja,Haridevpur,2025,22.477012,88.336023,Mahanayak Uttam Kumar,1.1,Tollygunge Railway Station,8.1,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Haridevpur, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/sodepur_jatiya_sangha_durga_puja.jpg,web-verified station address; locality-based assignment,"Sodepur Jatiya Sangha Durga Puja, Haridevpur, Kolkata, West Bengal, India",success,"Sodepur Jatiya Sangha Durga Puja, Sodepur Jatiya Sangha, Haridevpur, Kolkata, West Bengal, 700033, India",OpenStreetMap Nominatim,valid,verified,"Sodepur Jatiya Sangha Durga Puja, Haridevpur, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.477012,88.336023",https://www.openstreetmap.org/?mlat=22.477012&mlon=88.336023#map=17/22.477012/88.336023
205,Adarsha Samiti Club Durga Puja,Haridevpur,2025,22.476334,88.336412,Mahanayak Uttam Kumar,0.3,Tollygunge Railway Station,8.2,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Haridevpur, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/adarsha_samiti_club_durga_puja.jpg,web-verified station address; locality-based assignment,"Adarsha Samiti Club Durga Puja, Haridevpur, Kolkata, West Bengal, India",success,"Adarsha Samiti Club Durga Puja, Adarsha Samiti, Haridevpur, Kolkata, West Bengal, 700033, India",OpenStreetMap Nominatim,valid,verified,"Adarsha Samiti Club Durga Puja, Haridevpur, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.476334,88.336412",https://www.openstreetmap.org/?mlat=22.476334&mlon=88.336412#map=17/22.476334/88.336412
206,Haridevpur Vivekananda Park,Haridevpur,2025,22.475645,88.335734,Mahanayak Uttam Kumar,0.5,Tollygunge Railway Station,8.3,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Haridevpur, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/haridevpur_vivekananda_park.jpg,web-verified station address; locality-based assignment,"Haridevpur Vivekananda Park, Haridevpur, Kolkata, West Bengal, India",success,"Haridevpur Vivekananda Park, Haridevpur Vivekananda Park, Haridevpur, Kolkata, West Bengal, 700033, India",OpenStreetMap Nominatim,valid,verified,"Haridevpur Vivekananda Park, Haridevpur, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.475645,88.335734",https://www.openstreetmap.org/?mlat=22.475645&mlon=88.335734#map=17/22.475645/88.335734
207,Haridevpur Friends Club Durga Puja,Haridevpur,2025,22.474012,88.335023,Mahanayak Uttam Kumar,0.7,Tollygunge Railway Station,8.4,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Haridevpur, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/haridevpur_friends_club_durga_puja.jpg,web-verified station address; locality-based assignment,"Haridevpur Friends Club Durga Puja, Haridevpur, Kolkata, West Bengal, India",success,"Haridevpur Friends Club Durga Puja, Haridevpur Friends, Haridevpur, Kolkata, West Bengal, 700033, India",OpenStreetMap Nominatim,valid,verified,"Haridevpur Friends Club Durga Puja, Haridevpur, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.474012,88.335023",https://www.openstreetmap.org/?mlat=22.474012&mlon=88.335023#map=17/22.474012/88.335023
208,Haridevpur Paschimpara Sarbojanin,Haridevpur,2025,22.473334,88.335412,Mahanayak Uttam Kumar,0.9,Tollygunge Railway Station,8.5,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Haridevpur, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/haridevpur_paschimpara_sarbojanin.jpg,web-verified station address; locality-based assignment,"Haridevpur Paschimpara Sarbojanin, Haridevpur, Kolkata, West Bengal, India",success,"Haridevpur Paschimpara Sarbojanin, Haridevpur Paschimpara, Haridevpur, Kolkata, West Bengal, 700033, India",OpenStreetMap Nominatim,valid,verified,"Haridevpur Paschimpara Sarbojanin, Haridevpur, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.473334,88.335412",https://www.openstreetmap.org/?mlat=22.473334&mlon=88.335412#map=17/22.473334/88.335412
209,Haridevpur New Sporting Club,Haridevpur,2025,22.472645,88.334734,Mahanayak Uttam Kumar,1.1,Tollygunge Railway Station,8.6,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Haridevpur, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/haridevpur_new_sporting_club.jpg,web-verified station address; locality-based assignment,"Haridevpur New Sporting Club, Haridevpur, Kolkata, West Bengal, India",success,"Haridevpur New Sporting Club, Haridevpur New Sporting, Haridevpur, Kolkata, West Bengal, 700033, India",OpenStreetMap Nominatim,valid,verified,"Haridevpur New Sporting Club, Haridevpur, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.472645,88.334734",https://www.openstreetmap.org/?mlat=22.472645&mlon=88.334734#map=17/22.472645/88.334734
210,Dum Dum Park Tarun Sangha,Dum Dum / South Dumdum,2025,22.611123,88.398545,Dum Dum,0.3,Dum Dum Junction Railway Station,9.0,High,True,True,22:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Dum Dum / South Dumdum, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/dum_dum_park_tarun_sangha.jpg,web-verified station address; locality-based assignment,"Dum Dum Park Tarun Sangha, Dum Dum / South Dumdum, Kolkata, West Bengal, India",success,"Dum Dum Park Tarun Sangha, Dum Dum Park Tarun Sangha, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",OpenStreetMap Nominatim,valid,verified,"Dum Dum Park Tarun Sangha, Dum Dum / South Dumdum, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.611123,88.398545",https://www.openstreetmap.org/?mlat=22.611123&mlon=88.398545#map=17/22.611123/88.398545
211,Dum Dum Park Bharat Chakra,Dum Dum / South Dumdum,2025,22.610512,88.399234,Dum Dum,0.5,Dum Dum Junction Railway Station,9.1,High,True,True,22:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Dum Dum / South Dumdum, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/dum_dum_park_bharat_chakra.jpg,web-verified station address; locality-based assignment,"Dum Dum Park Bharat Chakra, Dum Dum / South Dumdum, Kolkata, West Bengal, India",success,"Dum Dum Park Bharat Chakra, Dum Dum Park Bharat Chakra, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",OpenStreetMap Nominatim,valid,verified,"Dum Dum Park Bharat Chakra, Dum Dum / South Dumdum, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.610512,88.399234",https://www.openstreetmap.org/?mlat=22.610512&mlon=88.399234#map=17/22.610512/88.399234
212,Dum Dum Park Yubak Brinda,Dum Dum / South Dumdum,2025,22.609834,88.399612,Dum Dum,0.7,Dum Dum Junction Railway Station,7.4,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Dum Dum / South Dumdum, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/dum_dum_park_yubak_brinda.jpg,web-verified station address; locality-based assignment,"Dum Dum Park Yubak Brinda, Dum Dum / South Dumdum, Kolkata, West Bengal, India",success,"Dum Dum Park Yubak Brinda, Dum Dum Park Yubak Brinda, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",OpenStreetMap Nominatim,valid,verified,"Dum Dum Park Yubak Brinda, Dum Dum / South Dumdum, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.609834,88.399612",https://www.openstreetmap.org/?mlat=22.609834&mlon=88.399612#map=17/22.609834/88.399612
213,Dum Dum Park Sarbojanin Durga Puja Samity,Dum Dum / South Dumdum,2025,22.609145,88.398934,Dum Dum,0.9,Dum Dum Junction Railway Station,7.5,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Dum Dum / South Dumdum, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/dum_dum_park_sarbojanin_durga_puja_samity.jpg,web-verified station address; locality-based assignment,"Dum Dum Park Sarbojanin Durga Puja Samity, Dum Dum / South Dumdum, Kolkata, West Bengal, India",success,"Dum Dum Park Sarbojanin Durga Puja Samity, Dum Dum Park Samity, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",OpenStreetMap Nominatim,valid,verified,"Dum Dum Park Sarbojanin Durga Puja Samity, Dum Dum / South Dumdum, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.609145,88.398934",https://www.openstreetmap.org/?mlat=22.609145&mlon=88.398934#map=17/22.609145/88.398934
214,Dakshindari Youth,Dum Dum / South Dumdum,2025,22.603012,88.394023,Dum Dum,1.1,Dum Dum Junction Railway Station,7.6,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Dum Dum / South Dumdum, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/dakshindari_youth.jpg,web-verified station address; locality-based assignment,"Dakshindari Youth, Dum Dum / South Dumdum, Kolkata, West Bengal, India",success,"Dakshindari Youth, Dakshindari Youth, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",OpenStreetMap Nominatim,valid,verified,"Dakshindari Youth, Dum Dum / South Dumdum, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.603012,88.394023",https://www.openstreetmap.org/?mlat=22.603012&mlon=88.394023#map=17/22.603012/88.394023
215,Dum Dum Tarun Dal,Dum Dum / South Dumdum,2025,22.621012,88.379023,Dum Dum,0.3,Dum Dum Junction Railway Station,7.7,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Dum Dum / South Dumdum, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/dum_dum_tarun_dal.jpg,web-verified station address; locality-based assignment,"Dum Dum Tarun Dal, Dum Dum / South Dumdum, Kolkata, West Bengal, India",success,"Dum Dum Tarun Dal, Dum Dum Tarun Dal, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",OpenStreetMap Nominatim,valid,verified,"Dum Dum Tarun Dal, Dum Dum / South Dumdum, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.621012,88.379023",https://www.openstreetmap.org/?mlat=22.621012&mlon=88.379023#map=17/22.621012/88.379023
216,Dum Dum Tarun Sangha,Dum Dum / South Dumdum,2025,22.620334,88.379412,Dum Dum,0.5,Dum Dum Junction Railway Station,7.8,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Dum Dum / South Dumdum, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/dum_dum_tarun_sangha.jpg,web-verified station address; locality-based assignment,"Dum Dum Tarun Sangha, Dum Dum / South Dumdum, Kolkata, West Bengal, India",success,"Dum Dum Tarun Sangha, Dum Dum Tarun Sangha, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",OpenStreetMap Nominatim,valid,verified,"Dum Dum Tarun Sangha, Dum Dum / South Dumdum, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.620334,88.379412",https://www.openstreetmap.org/?mlat=22.620334&mlon=88.379412#map=17/22.620334/88.379412
217,Dum Dum Motijheel College Para Durga Puja,Dum Dum / South Dumdum,2025,22.623012,88.382023,Dum Dum,0.7,Dum Dum Junction Railway Station,7.9,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Dum Dum / South Dumdum, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/dum_dum_motijheel_college_para_durga_puja.jpg,web-verified station address; locality-based assignment,"Dum Dum Motijheel College Para Durga Puja, Dum Dum / South Dumdum, Kolkata, West Bengal, India",success,"Dum Dum Motijheel College Para Durga Puja, Dum Dum Motijheel College Para, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",OpenStreetMap Nominatim,valid,verified,"Dum Dum Motijheel College Para Durga Puja, Dum Dum / South Dumdum, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.623012,88.382023",https://www.openstreetmap.org/?mlat=22.623012&mlon=88.382023#map=17/22.623012/88.382023
218,Dum Dum Park Bharat Mata Puja,Dum Dum / South Dumdum,2025,22.610012,88.398023,Dum Dum,0.9,Dum Dum Junction Railway Station,8.0,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Dum Dum / South Dumdum, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/dum_dum_park_bharat_mata_puja.jpg,web-verified station address; locality-based assignment,"Dum Dum Park Bharat Mata Puja, Dum Dum / South Dumdum, Kolkata, West Bengal, India",success,"Dum Dum Park Bharat Mata Puja, Dum Dum Park Bharat Mata Puja, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",OpenStreetMap Nominatim,valid,verified,"Dum Dum Park Bharat Mata Puja, Dum Dum / South Dumdum, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.610012,88.398023",https://www.openstreetmap.org/?mlat=22.610012&mlon=88.398023#map=17/22.610012/88.398023
219,Nagerbazar Sarbojanin Durga Puja,Dum Dum / South Dumdum,2025,22.628012,88.391023,Dum Dum,1.1,Dum Dum Junction Railway Station,8.1,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Dum Dum / South Dumdum, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/nagerbazar_sarbojanin_durga_puja.jpg,web-verified station address; locality-based assignment,"Nagerbazar Sarbojanin Durga Puja, Dum Dum / South Dumdum, Kolkata, West Bengal, India",success,"Nagerbazar Sarbojanin Durga Puja, Nagerbazar, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",OpenStreetMap Nominatim,valid,verified,"Nagerbazar Sarbojanin Durga Puja, Dum Dum / South Dumdum, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.628012,88.391023",https://www.openstreetmap.org/?mlat=22.628012&mlon=88.391023#map=17/22.628012/88.391023
220,New Town Sarbojanin Durga Puja,New Town,2025,22.586012,88.462023,Karunamoyee,0.3,Bidhannagar Road Railway Station,8.2,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in New Town, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/new_town_sarbojanin_durga_puja.jpg,web-verified station address; locality-based assignment,"New Town Sarbojanin Durga Puja, New Town, Kolkata, West Bengal, India",success,"New Town Sarbojanin Durga Puja, New Town, New Town, Kolkata, West Bengal, 700091, India",OpenStreetMap Nominatim,valid,verified,"New Town Sarbojanin Durga Puja, New Town, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.586012,88.462023",https://www.openstreetmap.org/?mlat=22.586012&mlon=88.462023#map=17/22.586012/88.462023
221,"New Town Durga Puja Committee, BG Block",New Town,2025,22.585334,88.462412,Karunamoyee,0.5,Bidhannagar Road Railway Station,8.3,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in New Town, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/new_town_durga_puja_committee_bg_block.jpg,web-verified station address; locality-based assignment,"New Town Durga Puja Committee, BG Block, New Town, Kolkata, West Bengal, India",success,"New Town Durga Puja Committee, BG Block, New Town, BG Block, New Town, Kolkata, West Bengal, 700091, India",OpenStreetMap Nominatim,valid,verified,"New Town Durga Puja Committee, BG Block, New Town, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.585334,88.462412",https://www.openstreetmap.org/?mlat=22.585334&mlon=88.462412#map=17/22.585334/88.462412
222,AA 1D Sarbojanin Durga Puja,New Town,2025,22.584645,88.461734,Karunamoyee,0.7,Bidhannagar Road Railway Station,8.4,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in New Town, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/aa_1d_sarbojanin_durga_puja.jpg,web-verified station address; locality-based assignment,"AA 1D Sarbojanin Durga Puja, New Town, Kolkata, West Bengal, India",success,"AA 1D Sarbojanin Durga Puja, AA 1D, New Town, Kolkata, West Bengal, 700091, India",OpenStreetMap Nominatim,valid,verified,"AA 1D Sarbojanin Durga Puja, New Town, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.584645,88.461734",https://www.openstreetmap.org/?mlat=22.584645&mlon=88.461734#map=17/22.584645/88.461734
223,BD Block Durga Puja,New Town,2025,22.587012,88.465023,City Centre,0.9,Bidhannagar Road Railway Station,8.5,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in New Town, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/bd_block_durga_puja.jpg,web-verified station address; locality-based assignment,"BD Block Durga Puja, New Town, Kolkata, West Bengal, India",success,"BD Block Durga Puja, BD Block, New Town, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,valid,verified,"BD Block Durga Puja, New Town, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.587012,88.465023",https://www.openstreetmap.org/?mlat=22.587012&mlon=88.465023#map=17/22.587012/88.465023
224,CD Block Durga Puja,New Town,2025,22.586334,88.465412,Karunamoyee,1.1,Bidhannagar Road Railway Station,8.6,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in New Town, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/cd_block_durga_puja.jpg,web-verified station address; locality-based assignment,"CD Block Durga Puja, New Town, Kolkata, West Bengal, India",success,"CD Block Durga Puja, CD Block, New Town, Kolkata, West Bengal, 700091, India",OpenStreetMap Nominatim,valid,verified,"CD Block Durga Puja, New Town, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.586334,88.465412",https://www.openstreetmap.org/?mlat=22.586334&mlon=88.465412#map=17/22.586334/88.465412
225,DB Block Durga Puja,New Town,2025,22.585645,88.464734,Karunamoyee,0.3,Bidhannagar Road Railway Station,7.2,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in New Town, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/db_block_durga_puja.jpg,web-verified station address; locality-based assignment,"DB Block Durga Puja, New Town, Kolkata, West Bengal, India",success,"DB Block Durga Puja, DB Block, New Town, Kolkata, West Bengal, 700091, India",OpenStreetMap Nominatim,valid,verified,"DB Block Durga Puja, New Town, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.585645,88.464734",https://www.openstreetmap.org/?mlat=22.585645&mlon=88.464734#map=17/22.585645/88.464734
