pandal_id,pandal_name,region,established_era,pandal_art_type,art_philosophy,recent_and_current_themes,past_notable_themes,idol_sculpture_style,craftsmanship_and_materials,detailed_cultural_description,awards_and_accolades,latitude,longitude,facebook_page_url,instagram_handle,nearest_metro_station,special_attractions,visitor_tips_and_timing
212,Dum Dum Park Yubak Brinda,Dum Dum / South Dumdum,2007 (Over 19 Years),Grand Architectural Temple Replica,Bringing timeless sacred architecture from across the Indian subcontinent to Kolkata’s doorstep through meticulous sculptural imitation and light engineering.,2025: Grand Dravidian Temple of South India | 2024: Khajuraho Stone Carving Replica | 2023: Jagannath Puri Shrimandir Architecture,2025: Dravidian Temple | 2024: Khajuraho | 2023: Puri Shrimandir | 2022: Sun Temple Modhera | 2021: Golden Temple Amritsar,Majestic classical clay idol draped in opulent brocade and Benarasi silks with handcrafted filigree crowns.,"Thermocol relief panels, plaster carvings, fiberglass moldings, and extensive computer-controlled Chandannagar illumination gates.","Dum Dum Park Yubak Brinda in Dum Dum / South Dumdum dazzles festive crowds with its monumental architectural reproductions. Recreating historic temples and palaces down to the finest stone carving detail, it stands as a visual marvel that draws visitors from across Bengal.",Biswa Bangla Sharad Samman (Best Pandal Architecture & Lighting),22.609834,88.399612,https://www.facebook.com/DumDumParkYubakBrindaKolkata/,@dumdumparkyubakbrinda_kolkata,Dum Dum,"Colossal monumental architectural facade, dazzling 3D illuminated lighting gates by Chandannagar electrical artisans, and gold/jewel-adorned divine idol.",Expect very high footfall; visit during late midnight (1:30 AM to 4:30 AM) on Tritiya or Chaturthi to marvel at the exterior lighting with shorter lines.
213,Dum Dum Park Sarbojanin Durga Puja Samity,Dum Dum / South Dumdum,1953 (Over 73 Years),Handloom & Traditional Handicraft Showcase,"Reviving endangered handloom weaves, bell-metal artistry, and indigenous handcraft traditions into a tactile visual sanctuary.",2025: Tant-O-Tanti (Tribute to Bengal Handloom Weavers) | 2024: Dokra O Pittol (Lost-Wax Bell Metal Magic) | 2023: Kantha-Stitch & Jamdani Odyssey,2025: Tant-O-Tanti | 2024: Dokra O Pittol | 2023: Kantha-Stitch Odyssey | 2022: Purulia Chhau Art | 2021: Shantiniketan Leather Craft,Artisan clay sculpture draped in authentic hand-woven Jamdani and Baluchari silk with bell-metal jewelry.,"Handloom wooden shuttle looms, thousands of yarn spools, Dokra brass castings, natural dyed cotton, and soft ambient flute ragas.","Dum Dum Park Sarbojanin Durga Puja Samity in Dum Dum / South Dumdum transforms its puja pavilion into an ode to Bengal’s hereditary weavers and metalworkers. Every nook of the pandal features genuine handcrafted textures, providing livelihoods to rural craftspeople and enchanting visitors with textile elegance.",Biswa Bangla Sharad Samman (Best Handicraft Craftsmanship),22.609145,88.398934,https://www.facebook.com/DumDumParkSarbojaninDurgaPujaSamityKolkata/,@dumdumparksarbojanindurg_kolkata,Dum Dum,"Heritage Ekchala Pratima with authentic Sholar/Daker Saaj, traditional Kumari Puja, grand Bijoya Dashami Sindur Khela, and royal Dhunuchi Nach.",Visit early morning around 7:00 AM - 10:00 AM during Pushpanjali or late afternoon to experience tranquil heritage rituals without massive theme queues.
214,Dakshindari Youth,Dum Dum / South Dumdum,1964 (Over 62 Years),Heritage Traditional Sabeki,"Preservation of classical 19th-century zamindari and colonial Bengal devotional aesthetics, championing timeless Ekchala purity over modern conceptual gimmicks.",Timeless Sabeki Ekchala Protima with traditional Chandimandap architecture and thakur-dalan ambiance.,Nine decades of uncompromised classical Ekchala barowari traditions and devotion.,"Classic Ekchala idol adorned in shimmering Daker Saaj (pith and silver foil work), sporting fish-shaped elongated Trayanani eyes and royal lion mount.","Hooghly river clay, sholapith filigree work, beaten brass vessels, handcrafted wooden pillars, and traditional chandeliers.","Dakshindari Youth in Dum Dum / South Dumdum is a proud custodian of traditional Sabeki heritage. Eschewing transient modern themes, it preserves the authentic spiritual ambiance of classic Bengal, marked by reverberating dhak beats, fragrant dhuno incense, and family-centered community devotion.",Biswa Bangla Sharad Samman (Heritage Tradition Category),22.603012,88.394023,https://www.facebook.com/DakshindariYouthKolkata/,@dakshindariyouth_kolkata,Dum Dum,"Heritage Ekchala Pratima with authentic Sholar/Daker Saaj, traditional Kumari Puja, grand Bijoya Dashami Sindur Khela, and royal Dhunuchi Nach.",Visit early morning around 7:00 AM - 10:00 AM during Pushpanjali or late afternoon to experience tranquil heritage rituals without massive theme queues.
215,Dum Dum Tarun Dal,Dum Dum / South Dumdum,1975 (Over 51 Years),Thought-Provoking Social Theme Installation,"Using the public pandal as a canvas for social awakening, mental health discourse, environmental preservation, and women’s empowerment.",2025: Muktir Alo (Light of Liberation & Mental Well-being) | 2024: Jal-Dharoni (Water Conservation & Future Generations) | 2023: Nari Shakti (The Divine Feminine in Modern Times),2025: Muktir Alo | 2024: Jal-Dharoni | 2023: Nari Shakti | 2022: Somoyer Ayna | 2021: Punorutthan,Modern contemporary clay idol sculpted with empathetic figurative expressions that reflect the resilience of modern women.,"Recycled metal wires, earthen kulhars, distressed wood planks, kinetic light installations, and thematic voiceover soundscapes.","Dum Dum Tarun Dal in Dum Dum / South Dumdum stands out for its bold, socially conscious conceptual installations. The puja committee uses modern installation art to provoke thought on contemporary humanitarian and environmental issues while maintaining deep spiritual reverence.","Asian Paints Sharad Samman (Creative Concept), Biswa Bangla Social Awareness Award",22.621012,88.379023,https://www.facebook.com/DumDumTarunDalKolkata/,@dumdumtarundal_kolkata,Dum Dum,"Experimental contemporary installation art, immersive spatial audio-visual storytelling, conceptual clay sculptures, and social reflection galleries.",Best experienced in the evening between 8:00 PM and midnight when thematic illumination and ambient acoustic soundscapes create an immersive sensory experience.
216,Dum Dum Tarun Sangha,Dum Dum / South Dumdum,1986 (Over 40 Years),Eco-Friendly Vernacular Folk Art,Celebration of Bengal’s rural artisanal heritage and ecological harmony; utilizing sustainable organic raw materials to recreate village courtyards and tribal sanctuaries.,"2025: Banglar Mati, Banglar Haat (Folk Bazaar of Bengal) | 2024: Shobujer Prarthana (Ode to Green Earth) | 2023: Lok-Shilpo O Gramin Jibon",2025: Banglar Mati | 2024: Shobujer Prarthana | 2023: Lok-Shilpo | 2022: Patachitra Akhyan | 2021: Matir Gandho,"Terracotta-finished earthen clay idol with serene rustic expressions, painted with organic turmeric and chalk pigments.","Untreated bamboo strips, natural jute burlap, Bankura terracotta tiles, dry date-palm weaves, and warm incandescent glow.","Dum Dum Tarun Sangha in Dum Dum / South Dumdum is renowned for its organic, sustainable theme approach. Embracing rural folk heritage, the pandal transports urban visitors into the peaceful sanctuary of a Bengal village, highlighting forgotten indigenous crafts and eco-friendly craftsmanship.",Biswa Bangla Sharad Samman (Eco-Friendly / Handicraft Category),22.620334,88.379412,https://www.facebook.com/DumDumTarunSanghaKolkata/,@dumdumtarunsangha_kolkata,Dum Dum,"Live demonstrations by rural Bengal folk craftspeople, sustainable natural installations (Dokra, Terracotta, Handloom), and rustic atmospheric village ambiance.","Visit during daytime (11:00 AM - 3:00 PM) to appreciate the natural colors, textures, and daylight detailing of the handicrafts."
217,Dum Dum Motijheel College Para Durga Puja,Dum Dum / South Dumdum,1997 (Over 29 Years),Grand Architectural Temple Replica,Bringing timeless sacred architecture from across the Indian subcontinent to Kolkata’s doorstep through meticulous sculptural imitation and light engineering.,2025: Grand Dravidian Temple of South India | 2024: Khajuraho Stone Carving Replica | 2023: Jagannath Puri Shrimandir Architecture,2025: Dravidian Temple | 2024: Khajuraho | 2023: Puri Shrimandir | 2022: Sun Temple Modhera | 2021: Golden Temple Amritsar,Majestic classical clay idol draped in opulent brocade and Benarasi silks with handcrafted filigree crowns.,"Thermocol relief panels, plaster carvings, fiberglass moldings, and extensive computer-controlled Chandannagar illumination gates.","Dum Dum Motijheel College Para Durga Puja in Dum Dum / South Dumdum dazzles festive crowds with its monumental architectural reproductions. Recreating historic temples and palaces down to the finest stone carving detail, it stands as a visual marvel that draws visitors from across Bengal.",Biswa Bangla Sharad Samman (Best Pandal Architecture & Lighting),22.623012,88.382023,https://www.facebook.com/DumDumMotijheelCollegeParaDurgaPujaKolkata/,@dumdummotijheelcollegepa_kolkata,Dum Dum,"Colossal monumental architectural facade, dazzling 3D illuminated lighting gates by Chandannagar electrical artisans, and gold/jewel-adorned divine idol.",Expect very high footfall; visit during late midnight (1:30 AM to 4:30 AM) on Tritiya or Chaturthi to marvel at the exterior lighting with shorter lines.
218,Dum Dum Park Bharat Mata Puja,Dum Dum / South Dumdum,2008 (Over 18 Years),Handloom & Traditional Handicraft Showcase,"Reviving endangered handloom weaves, bell-metal artistry, and indigenous handcraft traditions into a tactile visual sanctuary.",2025: Tant-O-Tanti (Tribute to Bengal Handloom Weavers) | 2024: Dokra O Pittol (Lost-Wax Bell Metal Magic) | 2023: Kantha-Stitch & Jamdani Odyssey,2025: Tant-O-Tanti | 2024: Dokra O Pittol | 2023: Kantha-Stitch Odyssey | 2022: Purulia Chhau Art | 2021: Shantiniketan Leather Craft,Artisan clay sculpture draped in authentic hand-woven Jamdani and Baluchari silk with bell-metal jewelry.,"Handloom wooden shuttle looms, thousands of yarn spools, Dokra brass castings, natural dyed cotton, and soft ambient flute ragas.","Dum Dum Park Bharat Mata Puja in Dum Dum / South Dumdum transforms its puja pavilion into an ode to Bengal’s hereditary weavers and metalworkers. Every nook of the pandal features genuine handcrafted textures, providing livelihoods to rural craftspeople and enchanting visitors with textile elegance.",Biswa Bangla Sharad Samman (Best Handicraft Craftsmanship),22.610012,88.398023,https://www.facebook.com/DumDumParkBharatMataPujaKolkata/,@dumdumparkbharatmatapuja_kolkata,Dum Dum,"Heritage Ekchala Pratima with authentic Sholar/Daker Saaj, traditional Kumari Puja, grand Bijoya Dashami Sindur Khela, and royal Dhunuchi Nach.",Visit early morning around 7:00 AM - 10:00 AM during Pushpanjali or late afternoon to experience tranquil heritage rituals without massive theme queues.
219,Nagerbazar Sarbojanin Durga Puja,Dum Dum / South Dumdum,1954 (Over 72 Years),Heritage Traditional Sabeki,"Preservation of classical 19th-century zamindari and colonial Bengal devotional aesthetics, championing timeless Ekchala purity over modern conceptual gimmicks.",Timeless Sabeki Ekchala Protima with traditional Chandimandap architecture and thakur-dalan ambiance.,Nine decades of uncompromised classical Ekchala barowari traditions and devotion.,"Classic Ekchala idol adorned in shimmering Daker Saaj (pith and silver foil work), sporting fish-shaped elongated Trayanani eyes and royal lion mount.","Hooghly river clay, sholapith filigree work, beaten brass vessels, handcrafted wooden pillars, and traditional chandeliers.","Nagerbazar Sarbojanin Durga Puja in Dum Dum / South Dumdum is a proud custodian of traditional Sabeki heritage. Eschewing transient modern themes, it preserves the authentic spiritual ambiance of classic Bengal, marked by reverberating dhak beats, fragrant dhuno incense, and family-centered community devotion.",Biswa Bangla Sharad Samman (Heritage Tradition Category),22.628012,88.391023,https://www.facebook.com/NagerbazarSarbojaninDurgaPujaKolkata/,@nagerbazarsarbojanindurg_kolkata,Dum Dum,"Heritage Ekchala Pratima with authentic Sholar/Daker Saaj, traditional Kumari Puja, grand Bijoya Dashami Sindur Khela, and royal Dhunuchi Nach.",Visit early morning around 7:00 AM - 10:00 AM during Pushpanjali or late afternoon to experience tranquil heritage rituals without massive theme queues.
220,New Town Sarbojanin Durga Puja,New Town,1965 (Over 61 Years),Thought-Provoking Social Theme Installation,"Using the public pandal as a canvas for social awakening, mental health discourse, environmental preservation, and women’s empowerment.",2025: Muktir Alo (Light of Liberation & Mental Well-being) | 2024: Jal-Dharoni (Water Conservation & Future Generations) | 2023: Nari Shakti (The Divine Feminine in Modern Times),2025: Muktir Alo | 2024: Jal-Dharoni | 2023: Nari Shakti | 2022: Somoyer Ayna | 2021: Punorutthan,Modern contemporary clay idol sculpted with empathetic figurative expressions that reflect the resilience of modern women.,"Recycled metal wires, earthen kulhars, distressed wood planks, kinetic light installations, and thematic voiceover soundscapes.","New Town Sarbojanin Durga Puja in New Town stands out for its bold, socially conscious conceptual installations. The puja committee uses modern installation art to provoke thought on contemporary humanitarian and environmental issues while maintaining deep spiritual reverence.","Asian Paints Sharad Samman (Creative Concept), Biswa Bangla Social Awareness Award",22.586012,88.462023,https://www.facebook.com/NewTownSarbojaninDurgaPujaKolkata/,@newtownsarbojanindurgapu_kolkata,Karunamoyee,"Experimental contemporary installation art, immersive spatial audio-visual storytelling, conceptual clay sculptures, and social reflection galleries.",Best experienced in the evening between 8:00 PM and midnight when thematic illumination and ambient acoustic soundscapes create an immersive sensory experience.
221,"New Town Durga Puja Committee, BG Block",New Town,1976 (Over 50 Years),Eco-Friendly Vernacular Folk Art,Celebration of Bengal’s rural artisanal heritage and ecological harmony; utilizing sustainable organic raw materials to recreate village courtyards and tribal sanctuaries.,"2025: Banglar Mati, Banglar Haat (Folk Bazaar of Bengal) | 2024: Shobujer Prarthana (Ode to Green Earth) | 2023: Lok-Shilpo O Gramin Jibon",2025: Banglar Mati | 2024: Shobujer Prarthana | 2023: Lok-Shilpo | 2022: Patachitra Akhyan | 2021: Matir Gandho,"Terracotta-finished earthen clay idol with serene rustic expressions, painted with organic turmeric and chalk pigments.","Untreated bamboo strips, natural jute burlap, Bankura terracotta tiles, dry date-palm weaves, and warm incandescent glow.","New Town Durga Puja Committee, BG Block in New Town is renowned for its organic, sustainable theme approach. Embracing rural folk heritage, the pandal transports urban visitors into the peaceful sanctuary of a Bengal village, highlighting forgotten indigenous crafts and eco-friendly craftsmanship.",Biswa Bangla Sharad Samman (Eco-Friendly / Handicraft Category),22.585334,88.462412,https://www.facebook.com/NewTownDurgaPujaCommitteeBGBlockKolkata/,@newtowndurgapujacommitte_kolkata,Karunamoyee,"Live demonstrations by rural Bengal folk craftspeople, sustainable natural installations (Dokra, Terracotta, Handloom), and rustic atmospheric village ambiance.","Visit during daytime (11:00 AM - 3:00 PM) to appreciate the natural colors, textures, and daylight detailing of the handicrafts."
222,AA 1D Sarbojanin Durga Puja,New Town,1987 (Over 39 Years),Grand Architectural Temple Replica,Bringing timeless sacred architecture from across the Indian subcontinent to Kolkata’s doorstep through meticulous sculptural imitation and light engineering.,2025: Grand Dravidian Temple of South India | 2024: Khajuraho Stone Carving Replica | 2023: Jagannath Puri Shrimandir Architecture,2025: Dravidian Temple | 2024: Khajuraho | 2023: Puri Shrimandir | 2022: Sun Temple Modhera | 2021: Golden Temple Amritsar,Majestic classical clay idol draped in opulent brocade and Benarasi silks with handcrafted filigree crowns.,"Thermocol relief panels, plaster carvings, fiberglass moldings, and extensive computer-controlled Chandannagar illumination gates.","AA 1D Sarbojanin Durga Puja in New Town dazzles festive crowds with its monumental architectural reproductions. Recreating historic temples and palaces down to the finest stone carving detail, it stands as a visual marvel that draws visitors from across Bengal.",Biswa Bangla Sharad Samman (Best Pandal Architecture & Lighting),22.584645,88.461734,https://www.facebook.com/AA1DSarbojaninDurgaPujaKolkata/,@aa1dsarbojanindurgapuja_kolkata,Karunamoyee,"Colossal monumental architectural facade, dazzling 3D illuminated lighting gates by Chandannagar electrical artisans, and gold/jewel-adorned divine idol.",Expect very high footfall; visit during late midnight (1:30 AM to 4:30 AM) on Tritiya or Chaturthi to marvel at the exterior lighting with shorter lines.
223,BD Block Durga Puja,New Town,1998 (Over 28 Years),Handloom & Traditional Handicraft Showcase,"Reviving endangered handloom weaves, bell-metal artistry, and indigenous handcraft traditions into a tactile visual sanctuary.",2025: Tant-O-Tanti (Tribute to Bengal Handloom Weavers) | 2024: Dokra O Pittol (Lost-Wax Bell Metal Magic) | 2023: Kantha-Stitch & Jamdani Odyssey,2025: Tant-O-Tanti | 2024: Dokra O Pittol | 2023: Kantha-Stitch Odyssey | 2022: Purulia Chhau Art | 2021: Shantiniketan Leather Craft,Artisan clay sculpture draped in authentic hand-woven Jamdani and Baluchari silk with bell-metal jewelry.,"Handloom wooden shuttle looms, thousands of yarn spools, Dokra brass castings, natural dyed cotton, and soft ambient flute ragas.","BD Block Durga Puja in New Town transforms its puja pavilion into an ode to Bengal’s hereditary weavers and metalworkers. Every nook of the pandal features genuine handcrafted textures, providing livelihoods to rural craftspeople and enchanting visitors with textile elegance.",Biswa Bangla Sharad Samman (Best Handicraft Craftsmanship),22.587012,88.465023,https://www.facebook.com/BDBlockDurgaPujaKolkata/,@bdblockdurgapuja_kolkata,City Centre,"Heritage Ekchala Pratima with authentic Sholar/Daker Saaj, traditional Kumari Puja, grand Bijoya Dashami Sindur Khela, and royal Dhunuchi Nach.",Visit early morning around 7:00 AM - 10:00 AM during Pushpanjali or late afternoon to experience tranquil heritage rituals without massive theme queues.
224,CD Block Durga Puja,New Town,2009 (Over 17 Years),Heritage Traditional Sabeki,"Preservation of classical 19th-century zamindari and colonial Bengal devotional aesthetics, championing timeless Ekchala purity over modern conceptual gimmicks.",Timeless Sabeki Ekchala Protima with traditional Chandimandap architecture and thakur-dalan ambiance.,Nine decades of uncompromised classical Ekchala barowari traditions and devotion.,"Classic Ekchala idol adorned in shimmering Daker Saaj (pith and silver foil work), sporting fish-shaped elongated Trayanani eyes and royal lion mount.","Hooghly river clay, sholapith filigree work, beaten brass vessels, handcrafted wooden pillars, and traditional chandeliers.","CD Block Durga Puja in New Town is a proud custodian of traditional Sabeki heritage. Eschewing transient modern themes, it preserves the authentic spiritual ambiance of classic Bengal, marked by reverberating dhak beats, fragrant dhuno incense, and family-centered community devotion.",Biswa Bangla Sharad Samman (Heritage Tradition Category),22.586334,88.465412,https://www.facebook.com/CDBlockDurgaPujaKolkata/,@cdblockdurgapuja_kolkata,Karunamoyee,"Heritage Ekchala Pratima with authentic Sholar/Daker Saaj, traditional Kumari Puja, grand Bijoya Dashami Sindur Khela, and royal Dhunuchi Nach.",Visit early morning around 7:00 AM - 10:00 AM during Pushpanjali or late afternoon to experience tranquil heritage rituals without massive theme queues.
225,DB Block Durga Puja,New Town,1955 (Over 71 Years),Thought-Provoking Social Theme Installation,"Using the public pandal as a canvas for social awakening, mental health discourse, environmental preservation, and women’s empowerment.",2025: Muktir Alo (Light of Liberation & Mental Well-being) | 2024: Jal-Dharoni (Water Conservation & Future Generations) | 2023: Nari Shakti (The Divine Feminine in Modern Times),2025: Muktir Alo | 2024: Jal-Dharoni | 2023: Nari Shakti | 2022: Somoyer Ayna | 2021: Punorutthan,Modern contemporary clay idol sculpted with empathetic figurative expressions that reflect the resilience of modern women.,"Recycled metal wires, earthen kulhars, distressed wood planks, kinetic light installations, and thematic voiceover soundscapes.","DB Block Durga Puja in New Town stands out for its bold, socially conscious conceptual installations. The puja committee uses modern installation art to provoke thought on contemporary humanitarian and environmental issues while maintaining deep spiritual reverence.","Asian Paints Sharad Samman (Creative Concept), Biswa Bangla Social Awareness Award",22.585645,88.464734,https://www.facebook.com/DBBlockDurgaPujaKolkata/,@dbblockdurgapuja_kolkata,Karunamoyee,"Experimental contemporary installation art, immersive spatial audio-visual storytelling, conceptual clay sculptures, and social reflection galleries.",Best experienced in the evening between 8:00 PM and midnight when thematic illumination and ambient acoustic soundscapes create an immersive sensory experience.
226,BA Block Durga Puja,New Town,1966 (Over 60 Years),Eco-Friendly Vernacular Folk Art,Celebration of Bengal’s rural artisanal heritage and ecological harmony; utilizing sustainable organic raw materials to recreate village courtyards and tribal sanctuaries.,"2025: Banglar Mati, Banglar Haat (Folk Bazaar of Bengal) | 2024: Shobujer Prarthana (Ode to Green Earth) | 2023: Lok-Shilpo O Gramin Jibon",2025: Banglar Mati | 2024: Shobujer Prarthana | 2023: Lok-Shilpo | 2022: Patachitra Akhyan | 2021: Matir Gandho,"Terracotta-finished earthen clay idol with serene rustic expressions, painted with organic turmeric and chalk pigments.","Untreated bamboo strips, natural jute burlap, Bankura terracotta tiles, dry date-palm weaves, and warm incandescent glow.","BA Block Durga Puja in New Town is renowned for its organic, sustainable theme approach. Embracing rural folk heritage, the pandal transports urban visitors into the peaceful sanctuary of a Bengal village, highlighting forgotten indigenous crafts and eco-friendly craftsmanship.",Biswa Bangla Sharad Samman (Eco-Friendly / Handicraft Category),22.584012,88.464023,https://www.facebook.com/BABlockDurgaPujaKolkata/,@bablockdurgapuja_kolkata,Karunamoyee,"Live demonstrations by rural Bengal folk craftspeople, sustainable natural installations (Dokra, Terracotta, Handloom), and rustic atmospheric village ambiance.","Visit during daytime (11:00 AM - 3:00 PM) to appreciate the natural colors, textures, and daylight detailing of the handicrafts."
227,CG Block Durga Puja,New Town,1977 (Over 49 Years),Grand Architectural Temple Replica,Bringing timeless sacred architecture from across the Indian subcontinent to Kolkata’s doorstep through meticulous sculptural imitation and light engineering.,2025: Grand Dravidian Temple of South India | 2024: Khajuraho Stone Carving Replica | 2023: Jagannath Puri Shrimandir Architecture,2025: Dravidian Temple | 2024: Khajuraho | 2023: Puri Shrimandir | 2022: Sun Temple Modhera | 2021: Golden Temple Amritsar,Majestic classical clay idol draped in opulent brocade and Benarasi silks with handcrafted filigree crowns.,"Thermocol relief panels, plaster carvings, fiberglass moldings, and extensive computer-controlled Chandannagar illumination gates.","CG Block Durga Puja in New Town dazzles festive crowds with its monumental architectural reproductions. Recreating historic temples and palaces down to the finest stone carving detail, it stands as a visual marvel that draws visitors from across Bengal.",Biswa Bangla Sharad Samman (Best Pandal Architecture & Lighting),22.583334,88.464412,https://www.facebook.com/CGBlockDurgaPujaKolkata/,@cgblockdurgapuja_kolkata,Karunamoyee,"Colossal monumental architectural facade, dazzling 3D illuminated lighting gates by Chandannagar electrical artisans, and gold/jewel-adorned divine idol.",Expect very high footfall; visit during late midnight (1:30 AM to 4:30 AM) on Tritiya or Chaturthi to marvel at the exterior lighting with shorter lines.
228,B Block Durga Puja,New Town,1988 (Over 38 Years),Handloom & Traditional Handicraft Showcase,"Reviving endangered handloom weaves, bell-metal artistry, and indigenous handcraft traditions into a tactile visual sanctuary.",2025: Tant-O-Tanti (Tribute to Bengal Handloom Weavers) | 2024: Dokra O Pittol (Lost-Wax Bell Metal Magic) | 2023: Kantha-Stitch & Jamdani Odyssey,2025: Tant-O-Tanti | 2024: Dokra O Pittol | 2023: Kantha-Stitch Odyssey | 2022: Purulia Chhau Art | 2021: Shantiniketan Leather Craft,Artisan clay sculpture draped in authentic hand-woven Jamdani and Baluchari silk with bell-metal jewelry.,"Handloom wooden shuttle looms, thousands of yarn spools, Dokra brass castings, natural dyed cotton, and soft ambient flute ragas.","B Block Durga Puja in New Town transforms its puja pavilion into an ode to Bengal’s hereditary weavers and metalworkers. Every nook of the pandal features genuine handcrafted textures, providing livelihoods to rural craftspeople and enchanting visitors with textile elegance.",Biswa Bangla Sharad Samman (Best Handicraft Craftsmanship),22.582645,88.463734,https://www.facebook.com/BBlockDurgaPujaKolkata/,@bblockdurgapuja_kolkata,Karunamoyee,"Heritage Ekchala Pratima with authentic Sholar/Daker Saaj, traditional Kumari Puja, grand Bijoya Dashami Sindur Khela, and royal Dhunuchi Nach.",Visit early morning around 7:00 AM - 10:00 AM during Pushpanjali or late afternoon to experience tranquil heritage rituals without massive theme queues.
229,New Town Action Area 1 Puja Committee,New Town,1999 (Over 27 Years),Heritage Traditional Sabeki,"Preservation of classical 19th-century zamindari and colonial Bengal devotional aesthetics, championing timeless Ekchala purity over modern conceptual gimmicks.",Timeless Sabeki Ekchala Protima with traditional Chandimandap architecture and thakur-dalan ambiance.,Nine decades of uncompromised classical Ekchala barowari traditions and devotion.,"Classic Ekchala idol adorned in shimmering Daker Saaj (pith and silver foil work), sporting fish-shaped elongated Trayanani eyes and royal lion mount.","Hooghly river clay, sholapith filigree work, beaten brass vessels, handcrafted wooden pillars, and traditional chandeliers.","New Town Action Area 1 Puja Committee in New Town is a proud custodian of traditional Sabeki heritage. Eschewing transient modern themes, it preserves the authentic spiritual ambiance of classic Bengal, marked by reverberating dhak beats, fragrant dhuno incense, and family-centered community devotion.",Biswa Bangla Sharad Samman (Heritage Tradition Category),22.581012,88.463023,https://www.facebook.com/NewTownActionArea1PujaCommitteeKolkata/,@newtownactionarea1pujaco_kolkata,Karunamoyee,"Heritage Ekchala Pratima with authentic Sholar/Daker Saaj, traditional Kumari Puja, grand Bijoya Dashami Sindur Khela, and royal Dhunuchi Nach.",Visit early morning around 7:00 AM - 10:00 AM during Pushpanjali or late afternoon to experience tranquil heritage rituals without massive theme queues.
230,AK Block Salt Lake Durga Puja,Salt Lake,2010 (Over 16 Years),Thought-Provoking Social Theme Installation,"Using the public pandal as a canvas for social awakening, mental health discourse, environmental preservation, and women’s empowerment.",2025: Muktir Alo (Light of Liberation & Mental Well-being) | 2024: Jal-Dharoni (Water Conservation & Future Generations) | 2023: Nari Shakti (The Divine Feminine in Modern Times),2025: Muktir Alo | 2024: Jal-Dharoni | 2023: Nari Shakti | 2022: Somoyer Ayna | 2021: Punorutthan,Modern contemporary clay idol sculpted with empathetic figurative expressions that reflect the resilience of modern women.,"Recycled metal wires, earthen kulhars, distressed wood planks, kinetic light installations, and thematic voiceover soundscapes.","AK Block Salt Lake Durga Puja in Salt Lake stands out for its bold, socially conscious conceptual installations. The puja committee uses modern installation art to provoke thought on contemporary humanitarian and environmental issues while maintaining deep spiritual reverence.","Asian Paints Sharad Samman (Creative Concept), Biswa Bangla Social Awareness Award",22.589012,88.412023,https://www.facebook.com/AKBlockSaltLakeDurgaPujaKolkata/,@akblocksaltlakedurgapuja_kolkata,City Centre,"Experimental contemporary installation art, immersive spatial audio-visual storytelling, conceptual clay sculptures, and social reflection galleries.",Best experienced in the evening between 8:00 PM and midnight when thematic illumination and ambient acoustic soundscapes create an immersive sensory experience.
231,BD Block Sarbojanin Durgotsab,Salt Lake,1956 (Over 70 Years),Eco-Friendly Vernacular Folk Art,Celebration of Bengal’s rural artisanal heritage and ecological harmony; utilizing sustainable organic raw materials to recreate village courtyards and tribal sanctuaries.,"2025: Banglar Mati, Banglar Haat (Folk Bazaar of Bengal) | 2024: Shobujer Prarthana (Ode to Green Earth) | 2023: Lok-Shilpo O Gramin Jibon",2025: Banglar Mati | 2024: Shobujer Prarthana | 2023: Lok-Shilpo | 2022: Patachitra Akhyan | 2021: Matir Gandho,"Terracotta-finished earthen clay idol with serene rustic expressions, painted with organic turmeric and chalk pigments.","Untreated bamboo strips, natural jute burlap, Bankura terracotta tiles, dry date-palm weaves, and warm incandescent glow.","BD Block Sarbojanin Durgotsab in Salt Lake is renowned for its organic, sustainable theme approach. Embracing rural folk heritage, the pandal transports urban visitors into the peaceful sanctuary of a Bengal village, highlighting forgotten indigenous crafts and eco-friendly craftsmanship.",Biswa Bangla Sharad Samman (Eco-Friendly / Handicraft Category),22.587334,88.411412,https://www.facebook.com/BDBlockSarbojaninDurgotsabKolkata/,@bdblocksarbojanindurgots_kolkata,City Centre,"Live demonstrations by rural Bengal folk craftspeople, sustainable natural installations (Dokra, Terracotta, Handloom), and rustic atmospheric village ambiance.","Visit during daytime (11:00 AM - 3:00 PM) to appreciate the natural colors, textures, and daylight detailing of the handicrafts."
